Date,Latitude,Longtitude,Total,Hook
2009-02-19 00:00:00,18.455277777777777,84.43111111111112,390.0,
2009-02-14 00:00:00,18.445,84.49416666666667,1000.0,
2009-02-19 00:00:00,18.24083333333333,84.16166666666668,500.0,
2009-02-12 00:00:00,17.99361111111111,83.77444444444444,550.0,
2009-03-08 00:00:00,17.708055555555557,83.39,95.0,
2009-03-10 00:00:00,17.690833333333334,83.47194444444445,46.0,
2009-03-10 00:00:00,17.638333333333332,83.39833333333334,18.0,
2009-01-20 00:00:00,17.614397222222223,83.44244722222223,1000.0,
2009-03-08 00:00:00,17.59138888888889,83.36388888888888,96.0,
2009-03-06 00:00:00,17.545,83.21111111111111,34.0,
2009-03-06 00:00:00,17.455555555555556,83.18777777777778,121.0,
2009-04-09 00:00:00,17.216666666666665,82.65861111111111,151.0,
2009-04-09 00:00:00,17.2105555555556,82.61916666666666,98.0,
2009-04-14 00:00:00,17.162222222222223,82.66944444444445,124.0,
2009-03-19 00:00:00,17.186666666666667,82.58749999999999,190.0,
2009-04-09 00:00:00,17.16,82.57833333333333,240.0,
2009-04-14 00:00:00,17.15138888888889,82.45305555555557,55.0,
2009-03-19 00:00:00,16.98111111111111,82.48222222222222,60.0,
2009-04-14 00:00:00,16.98111111111111,82.48222222222222,220.0,
2009-03-20 00:00:00,16.302222222222223,81.97972222222222,150.0,
2009-01-08 00:00:00,15.982941666666669,81.25451666666666,184.0,
2009-01-08 00:00:00,15.982941666666669,81.25451666666666,126.0,
2008-03-01 00:00:00,19.49,71.57,2235.0,
2008-02-15 00:00:00,19.72,71.1,2505.0,
2008-02-10 00:00:00,19.724295,71.09827,2505.0,
2008-03-03 00:00:00,19.4553555556,69.8526444444,3150.0,
2008-02-14 00:00:00,19.505375,71.1030833333,3270.0,
2008-03-14 00:00:00,19.7555833333,70.8530694444,3860.0,
2008-03-15 00:00:00,20.1722777778,70.1864861111,3150.0,
2007-12-28 00:00:00,20.1723055556,70.6863888889,3345.0,
2008-03-03 00:00:00,20.2055916667,71.1197555556,1485.0,
2007-11-19 00:00:00,20.255625,70.68625,3200.0,
2007-11-26 00:00:00,20.3389722222,70.6864027778,3700.0,
2008-03-19 00:00:00,20.4223055556,70.8530555556,1600.0,
2008-03-09 00:00:00,20.4223194444,68.6857083333,4250.0,
2010-03-22 00:00:00,20.4390027778,69.5859666667,1840.0,
2010-03-27 00:00:00,20.455675,69.6193166667,2497.0,
2007-11-25 00:00:00,20.5056527778,70.6029027778,2250.0,
2008-01-08 00:00:00,20.5056666667,71.1864583333,3950.0,
2008-02-09 00:00:00,20.5056666667,70.8530694444,2075.0,
2007-12-27 00:00:00,20.5056805556,70.0194861111,3785.0,
2008-02-26 00:00:00,20.5890055556,70.6029111111,1980.0,
2008-03-10 00:00:00,20.5890138889,70.1028194444,4793.0,
2010-03-10 00:00:00,20.7557083333,69.4192472222,3215.0,
2008-01-18 00:00:00,20.8391944444,69.8527777778,2265.0,
2010-04-07 00:00:00,20.9391805556,69.3192305556,3140.0,
2008-03-01 00:00:00,21.1391888889,68.852375,2255.0,
2007-12-25 00:00:00,21.1725833333,68.5190277778,12140.0,
2008-01-17 00:00:00,21.33925,68.6856944444,2245.0,
2008-02-24 00:00:00,21.5392666667,68.2189277778,2135.0,
2010-03-21 00:00:00,21.6059666667,68.0689277778,3785.0,
2010-04-07 00:00:00,21.7893138889,69.2025472222,4140.0,
2010-04-09 00:00:00,21.9394583333,68.4689888889,3260.0,
2007-12-16 00:00:00,22.0061527778,68.0189166667,10800.0,
2008-03-04 00:00:00,22.0061527778,67.8522222222,3040.0,
2008-01-13 00:00:00,22.1731388889,68.185625,3105.0,
2007-12-16 00:00:00,22.2561805556,68.3523055556,3525.0,
2010-04-05 00:00:00,22.8229388889,68.0855916667,3990.0,
2008-01-09 00:00:00,23.0064444444,67.51875,3150.0,
2007-12-13 00:00:00,23.0064444444,67.51875,2450.0,
2011-01-08 00:00:00,15.9961138889,73.4512722222,1472.0,
2011-02-13 00:00:00,16.1478027778,73.1466972222,2387.0,
2007-01-11 00:00:00,16.1679333333,72.8456666667,384.0,
2010-11-06 00:00:00,16.2293527778,72.0868055556,1312.0,
2006-12-18 00:00:00,16.2670333333,72.9973055556,352.0,
2010-12-23 00:00:00,16.2960666667,73.2640694444,1088.0,
2006-12-14 00:00:00,16.3251472222,73.1150916667,440.0,
2010-11-07 00:00:00,16.3256888889,72.7694777778,664.0,
2007-01-21 00:00:00,16.4133777778,73.2598,1344.0,
2006-11-14 00:00:00,16.4608555556,73.073425,544.0,
2007-02-11 00:00:00,16.4894583333,72.8126111111,352.0,
2007-01-03 00:00:00,16.5572305556,72.6046138889,1088.0,
2006-11-14 00:00:00,16.5703361111,73.0550111111,704.0,
2010-12-13 00:00:00,16.5978333333,72.8426166667,889.0,
2010-12-14 00:00:00,16.614475,72.8435694444,769.0,
2011-01-08 00:00:00,16.6450083333,72.9570111111,1440.0,
2011-01-04 00:00:00,16.6563333333,73.0270583333,700.0,
2006-11-05 00:00:00,16.6802361111,73.1579388889,650.0,
2011-01-04 00:00:00,16.7215277778,73.0367638889,1251.0,
2011-01-04 00:00:00,16.7218055556,73.0370555556,1578.0,
2011-02-10 00:00:00,16.7453222222,72.9413972222,2110.0,
2010-10-07 00:00:00,16.8634527778,73.074325,928.0,
2011-02-08 00:00:00,16.9308361111,72.9676777778,3535.0,
2011-02-08 00:00:00,16.9308361111,72.9676777778,1286.0,
2006-05-13 00:00:00,16.9824444444,73.1168861111,326.0,
2006-11-03 00:00:00,17.0081611111,72.9078,556.0,
2010-10-07 00:00:00,17.0532083333,72.8160277778,1280.0,
2010-11-13 00:00:00,17.0930777778,73.0293944444,5536.0,
2006-04-26 00:00:00,17.1368516667,73.0103333333,444.0,
2007-02-08 00:00:00,17.6693,72.5975666667,733.0,
2006-12-14 00:00:00,17.6780883333,72.7235316667,862.0,
2006-05-08 00:00:00,17.68843,72.7714783333,370.0,
2007-02-22 00:00:00,17.72521,72.574345,964.0,
2007-02-04 00:00:00,17.7547316667,72.5796283333,672.0,
2007-02-05 00:00:00,17.75528,72.6871366667,485.0,
2007-02-04 00:00:00,17.7718083333,72.6252,352.0,
2006-02-08 00:00:00,17.81584,72.6365183333,1056.0,
2006-01-02 00:00:00,17.8789283333,72.609845,2538.0,
2010-10-14 00:00:00,18.0385933333,72.6085116667,1920.0,
2010-11-06 00:00:00,18.0909416667,72.603255,1434.0,
2010-12-02 00:00:00,18.0940116667,72.5752283333,744.0,
2007-03-07 00:00:00,18.229675,72.3728066667,706.0,
2010-05-02 00:00:00,18.2417783333,72.5400616667,832.0,
2011-02-10 00:00:00,18.9471766667,72.5977333333,2470.0,
2011-01-18 00:00:00,19.2999666667,71.8710133333,1111.0,
2006-05-08 00:00:00,19.32647,71.81232,352.0,
2006-05-12 00:00:00,19.326875,71.8067983333,256.0,
2010-12-09 00:00:00,19.3289,71.83302,1959.0,
2010-11-06 00:00:00,19.3398016667,71.83649,3300.0,
2010-04-21 00:00:00,19.3458166667,71.801825,832.0,
2011-02-10 00:00:00,19.3721,71.8599316667,3300.0,
2011-03-13 00:00:00,19.3743,71.8465883333,864.0,
2011-01-23 00:00:00,19.3745866667,71.8610083333,1458.0,
2011-03-10 00:00:00,19.3886766667,71.5199083333,1556.0,
2010-12-02 00:00:00,19.3934333333,71.52869,6250.0,
2010-10-05 00:00:00,19.3983066667,71.73175,3227.0,
2010-11-04 00:00:00,19.4059716667,71.742955,2850.0,
2011-02-08 00:00:00,19.4069483333,71.5301966667,3107.0,
2011-01-18 00:00:00,19.4074,71.8618383333,1856.0,
2011-03-03 00:00:00,17.2196516667,73.0017566667,35.0,
2011-03-03 00:00:00,17.6315433333,72.7567266667,30.0,
2011-03-03 00:00:00,17.6398166667,72.7437133333,15.0,
2011-02-06 00:00:00,17.8192766667,72.5791483333,10.0,
2011-02-06 00:00:00,17.8234266667,72.5401483333,0.0,
2011-03-04 00:00:00,17.8784,72.6525916667,0.0,
2011-02-06 00:00:00,17.9592983333,72.6229833333,25.0,
2011-02-08 00:00:00,17.9944683333,72.6371166667,15.0,
2011-03-04 00:00:00,18.0191666667,72.6077733333,15.0,
2011-02-08 00:00:00,18.022045,72.6041783333,15.0,
2011-02-06 00:00:00,18.1057166667,72.3914116667,35.0,
2011-02-08 00:00:00,18.116485,72.601875,10.0,
2011-02-08 00:00:00,18.1637866667,72.6049916667,0.0,
2011-02-06 00:00:00,18.229675,72.3728066667,0.0,
2011-02-07 00:00:00,18.2908833333,72.6238333333,5.0,
2011-02-07 00:00:00,18.51392,72.4158583333,25.0,
2011-02-09 00:00:00,18.51392,72.4158583333,50.0,
2011-02-17 00:00:00,19.25445,71.92111,15.0,
2011-02-05 00:00:00,19.2632016667,72.1683816667,25.0,
2011-02-16 00:00:00,19.2957,71.7776816667,5.0,
2011-02-07 00:00:00,19.2914783333,71.8550466667,25.0,
2011-02-08 00:00:00,19.2968366667,71.8021433333,10.0,
2011-02-17 00:00:00,19.3076366667,71.898305,15.0,
2011-02-16 00:00:00,19.3155,71.6788566667,5.0,
2011-02-16 00:00:00,19.321,71.82962,10.0,
2011-02-18 00:00:00,19.321,71.82962,15.0,
2011-02-16 00:00:00,19.3200216667,71.8049916667,10.0,
2011-02-17 00:00:00,19.32647,71.81232,20.0,
2011-02-10 00:00:00,19.326875,71.8067983333,15.0,
2011-02-11 00:00:00,19.3276466667,71.7242666667,5.0,
2011-02-11 00:00:00,19.3281366667,71.8465383333,25.0,
2011-02-09 00:00:00,19.3281366667,71.8465383333,5.0,
2011-02-10 00:00:00,19.3286666667,71.71125,25.0,
2011-02-09 00:00:00,19.3317516667,71.8249966667,10.0,
2011-02-12 00:00:00,19.3458166667,71.801825,45.0,
2011-02-15 00:00:00,19.3372583333,71.8219766667,10.0,
2011-02-11 00:00:00,19.3372583333,71.8219766667,55.0,
2011-02-12 00:00:00,19.3398016667,71.83649,55.0,
2011-02-10 00:00:00,19.3529766667,71.823625,35.0,
2011-02-10 00:00:00,19.3529766667,71.823625,25.0,
2011-02-15 00:00:00,19.35526,71.7587883333,20.0,
2011-03-04 00:00:00,19.3695833333,71.8589333333,20.0,
2011-02-12 00:00:00,19.3706366667,71.637,10.0,
2011-02-11 00:00:00,19.3743,71.8465883333,10.0,
2011-02-15 00:00:00,19.3900416667,71.7062366667,10.0,
2011-03-04 00:00:00,19.39149,71.7304966667,10.0,
2011-02-18 00:00:00,19.4086166667,71.5265383333,35.0,
2011-02-03 00:00:00,19.4112633333,71.5284633333,6.0,
2011-01-15 00:00:00,19.4204833333,71.5936666667,26.0,
2011-02-03 00:00:00,19.44485,71.70175,10.0,
2011-01-22 00:00:00,19.4422733333,71.6709516667,10.0,
2011-01-19 00:00:00,19.4685816667,71.6471166667,20.0,
2011-01-17 00:00:00,19.4704583333,71.6966016667,25.0,
2011-01-21 00:00:00,19.47204,71.7072833333,18.0,
2011-01-19 00:00:00,19.4857233333,71.73215,23.0,
2011-01-18 00:00:00,19.4961666667,71.6295683333,0.0,
2011-01-16 00:00:00,19.5663833333,71.7357016667,35.0,
2011-03-06 00:00:00,19.6872733333,71.075005,35.0,
2011-01-16 00:00:00,19.6898066667,71.087045,23.0,
2011-01-14 00:00:00,19.6908966667,71.081125,75.0,
2011-01-16 00:00:00,19.69578,71.0829033333,28.0,
2011-03-06 00:00:00,19.6979283333,71.0904566667,28.0,
2011-01-16 00:00:00,19.6994783333,71.0765983333,63.0,
2011-03-06 00:00:00,19.7083966667,71.106725,63.0,
2011-01-17 00:00:00,19.71087,71.0970616667,0.0,
2011-01-15 00:00:00,19.7119316667,71.0786116667,15.0,
2011-03-05 00:00:00,19.7122966667,71.1235083333,15.0,
2011-01-18 00:00:00,19.7151333333,71.0881683333,10.0,
2011-01-14 00:00:00,19.7161083333,71.0956183333,67.0,
2011-01-14 00:00:00,19.721195,71.0906083333,35.0,
2011-01-16 00:00:00,19.721195,71.0906083333,50.0,
2011-03-06 00:00:00,19.722945,71.108835,50.0,
2011-01-13 00:00:00,19.7254516667,71.09649,19.0,
2011-03-05 00:00:00,19.7254516667,71.09649,19.0,
2011-01-14 00:00:00,19.7307166667,71.07934,0.0,
2011-03-05 00:00:00,19.7333116667,71.0935566667,0.0,
2011-01-15 00:00:00,19.7438783333,71.0610433333,45.0,
2011-03-05 00:00:00,19.7438783333,71.0610433333,45.0,
2011-01-22 00:00:00,19.7488666667,71.09292,1.0,
2011-01-18 00:00:00,19.7488666667,71.09292,0.0,
2011-01-13 00:00:00,19.755,71.0772733333,60.0,
2011-01-12 00:00:00,19.8766983333,71.8354616667,145.0,
2011-01-23 00:00:00,19.2654333333,71.895985,5.0,
2011-01-13 00:00:00,19.3757222222,71.8665527778,35.0,
2011-01-12 00:00:00,19.3793888889,71.855425,25.0,
2011-03-05 00:00:00,19.3793888889,71.855425,25.0,
2011-01-13 00:00:00,19.3798666667,71.8683472222,0.0,
2011-01-14 00:00:00,19.3844083333,71.855925,20.0,
2011-01-24 00:00:00,19.3912916667,71.5511111111,10.0,
2011-01-25 00:00:00,19.3922388889,71.5220694444,55.0,
2011-01-18 00:00:00,19.3945138889,71.7103944444,65.0,
2011-01-17 00:00:00,19.3969277778,71.7397166667,20.0,
2011-01-25 00:00:00,19.4001666667,71.5367055556,65.0,
2011-01-17 00:00:00,19.4082888889,71.7418055556,0.0,
2011-01-12 00:00:00,19.4012333333,71.8697305556,125.0,
2011-01-17 00:00:00,19.4099527778,71.7493694444,25.0,
2011-01-25 00:00:00,19.4115805556,71.5392166667,28.0,
2011-01-25 00:00:00,19.4143611111,71.5331194444,45.0,
2011-01-25 00:00:00,19.4187722222,71.5363277778,80.0,
2011-01-24 00:00:00,19.4173027778,71.5850555556,15.0,
2011-01-23 00:00:00,19.4352527778,71.7029166667,20.0,
2011-01-22 00:00:00,19.4482333333,71.6738083333,20.0,
2011-01-23 00:00:00,19.4698583333,71.6356305556,25.0,
2011-01-23 00:00:00,19.4729861111,71.7054472222,10.0,
2011-01-23 00:00:00,19.4756222222,71.7012138889,18.0,
2011-01-24 00:00:00,19.4849666667,71.5702361111,35.0,
2011-01-24 00:00:00,19.4873166667,71.7192472222,0.0,
2011-01-22 00:00:00,19.5047222222,71.6381694444,45.0,
2011-01-24 00:00:00,19.5773055556,71.7372805556,20.0,
2011-02-02 00:00:00,19.6899,71.0805638889,5.0,
2011-02-02 00:00:00,19.6941222222,71.0895194444,5.0,
2011-02-02 00:00:00,19.6959388889,71.0907638889,5.0,
2011-02-01 00:00:00,19.7040777778,71.0937277778,20.0,
2011-02-01 00:00:00,19.7076583333,71.0952055556,5.0,
2011-02-01 00:00:00,19.7102416667,71.0832194444,10.0,
2011-01-30 00:00:00,19.7139944444,71.1112083333,10.0,
2011-01-29 00:00:00,19.7181166667,71.1062138889,30.0,
2011-01-29 00:00:00,19.7198861111,71.086575,270.0,
2011-01-29 00:00:00,19.7204944444,71.1280694444,15.0,
2011-01-29 00:00:00,19.7252222222,71.0913916667,50.0,
